id,epoch,dir,entry,exit,pnl,hold,reason,chop,topSameDir,blenderProb,volRegime,slMult,tpMult,ns
1,1787586960,LONG,99.5153,99.55291,0.0378,1,TP,63.05,4,0.643,mid,2,0.4,0.4
2,1787603460,LONG,100.3586,100.39798,0.0392,2,TP,58.21,4,0.536,low,1.5,0.44000000000000006,0.159
3,1787606460,LONG,101.5198,101.55928,0.0389,1,TP,57.35,3,0.473,mid,2,0.4,0.213
4,1787609160,LONG,101.7146,101.75655,0.0412,2,TP,61.44,4,0.565,low,1.5,0.44000000000000006,0.439
5,1787610660,LONG,101.2658,101.30287,0.0366,1,TP,50.76,4,0.53,mid,2,0.4,0.157
6,1787611560,LONG,101.1221,101.16067,0.0381,1,TP,55.37,6,0.726,mid,2,0.4,0.208
7,1787619660,SHORT,100.9176,100.88105,0.0362,1,TP,49.45,2,0.477,mid,2,0.4,-0.395
8,1787626860,LONG,101.3387,101.3387,0,0,HORIZON,63.84,4,0.59,mid,2,0.4,0.521
9,1787629260,SHORT,100.7122,100.67601,0.0359,2,TP,68.34,4,0.58,high,2.3,0.36000000000000004,-0.202
10,1787649360,SHORT,99.204,99.39247,-0.19,2,SL,46.11,3,0.623,mid,2,0.4,-0.257
11,1787668260,SHORT,100.6554,100.6554,0,0,HORIZON,39.13,4,0.489,extreme,2.7,0.27999999999999997,-0.205
12,1787672160,SHORT,99.9912,99.9912,0,0,HORIZON,39.13,4,0.535,mid,2,0.4,-0.169
13,1787677560,SHORT,99.2785,99.24091,0.0379,1,TP,48.46,2,0.474,low,1.5,0.44000000000000006,-0.388
14,1787682060,LONG,99.1702,99.21007,0.0402,1,TP,44.3,3,0.471,low,1.5,0.44000000000000006,0.101
15,1787687160,LONG,99.3005,99.33879,0.0386,2,TP,52.29,3,0.525,mid,2,0.4,0.288
16,1787692860,LONG,100.4904,100.5275,0.0369,2,TP,57.48,4,0.558,low,1.5,0.44000000000000006,0.17
17,1787696760,SHORT,99.5235,99.4855,0.0382,1,TP,59.44,4,0.611,mid,2,0.4,-0.327
18,1787698560,LONG,99.1993,99.23629,0.0373,3,TP,50.99,8,0.763,mid,2,0.4,0.239
19,1787698860,LONG,99.1851,99.06238,-0.1237,2,SL,48.24,8,0.771,low,1.5,0.44000000000000006,0.265
20,1787699160,LONG,99.0254,99.06153,0.0365,2,TP,43.35,9,0.755,low,1.5,0.44000000000000006,0.176
21,1787703960,SHORT,98.5061,98.5061,0,0,HORIZON,33.67,4,0.472,high,2.3,0.36000000000000004,-0.269
22,1787707260,SHORT,98.131,98.37454,-0.2482,2,SL,44.59,2,0.546,high,2.3,0.36000000000000004,-0.306
23,1787718660,SHORT,97.8185,97.78511,0.0341,1,TP,62.28,4,0.495,mid,2,0.4,-0.14
24,1787728560,LONG,97.3483,97.38053,0.0331,2,TP,51.85,5,0.604,high,2.3,0.36000000000000004,0.152
25,1787747760,LONG,97.5713,97.60653,0.0361,1,TP,61.56,9,0.842,low,1.5,0.44000000000000006,0.138
26,1787750160,SHORT,98.2899,98.25289,0.0377,1,TP,52.68,5,0.716,mid,2,0.4,-0.15
27,1787760960,LONG,98.862,98.89913,0.0376,1,TP,53.32,2,0.492,high,2.3,0.36000000000000004,0.271
28,1787763360,SHORT,98.9105,98.87533,0.0356,2,TP,48.16,2,0.471,low,1.5,0.44000000000000006,-0.249
29,1787766660,SHORT,98.5182,98.64906,-0.1328,3,SL,51.62,9,0.755,low,1.5,0.44000000000000006,-0.125
30,1787772360,LONG,97.1761,97.21297,0.0379,1,TP,59.19,8,0.711,high,2.3,0.36000000000000004,0.108
31,1787774460,LONG,98.1301,98.16851,0.0391,1,TP,44.07,2,0.595,low,1.5,0.44000000000000006,0.654
32,1787784660,SHORT,96.1386,96.10026,0.0399,3,TP,69.21,2,0.475,mid,2,0.4,-0.42
33,1787787360,LONG,96.9133,96.95228,0.0402,1,TP,48.5,1,0.513,low,1.5,0.44000000000000006,0.524
34,1787791560,LONG,97.0099,96.8244,-0.1912,2,SL,56.1,3,0.471,mid,2,0.4,0.193
35,1787802360,LONG,95.8509,95.88743,0.0381,1,TP,59.34,6,0.714,mid,2,0.4,0.152
36,1787809860,LONG,95.5771,95.61634,0.0411,1,TP,42.84,4,0.516,mid,2,0.4,0.125
37,1787821860,LONG,95.973,96.00767,0.0361,2,TP,35,2,0.471,mid,2,0.4,0.236
38,1787824260,LONG,95.7799,95.81326,0.0348,1,TP,61.41,10,0.735,mid,2,0.4,0.185
39,1787835960,SHORT,94.5627,94.52645,0.0383,2,TP,39.2,4,0.514,mid,2,0.4,-0.101
40,1787841660,LONG,94.8228,94.85656,0.0356,1,TP,58.57,3,0.523,high,2.3,0.36000000000000004,0.284
41,1787843760,LONG,95.2587,95.28724,0.03,1,TP,57.7,4,0.505,extreme,2.7,0.27999999999999997,0.208
42,1787848560,LONG,96.2238,96.25806,0.0356,1,TP,60.5,4,0.519,low,1.5,0.44000000000000006,0.144
43,1787859060,LONG,95.3875,95.42453,0.0388,1,TP,50.21,3,0.517,mid,2,0.4,0.115
